months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,policy_bind_year
358,36,OH,B,1000,1424.36,0,MALE,College,basketball,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,19,1,YES,3,4,NO,15370,5900,33100,Accura,1998,N,2007
203,29,IL,B,1000,1250.31,0,MALE,JD,hiking,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,12,2,?,3,1,YES,14900,9300,54130,Nissan,1992,N,2004
144,29,IL,C,1000,1195.2,0,MALE,Associate,camping,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,20,1,YES,2,1,NO,11600,8670,59300,Dodge,2001,N,1998
117,33,IN,A,1000,1352.18,5000000,FEMALE,College,skydiving,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,8,3,?,2,3,NO,20030,10490,40400,Honda,2005,N,2009
114,36,OH,B,2000,1513.01,2000000,FEMALE,Associate,bungie-jumping,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,10,1,YES,2,3,NO,3200,17100,52600,Saab,2006,N,2005
81,31,IN,A,500,1660.69,0,MALE,JD,exercise,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,11,1,YES,1,2,YES,500,8000,67300,Ford,2005,N,2009
366,49,OH,C,500,1319.09,3000000,FEMALE,MD,chess,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,4,1,YES,2,2,YES,11000,5700,40360,Accura,2010,N,1991
195,21,IN,A,500,1405.32,3000000,FEMALE,High School,dancing,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,14,2,NO,2,0,YES,12190,3300,41600,Toyota,2012,N,1991
279,59,IL,C,1000,1203.81,6000000,MALE,MD,video-games,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,18,2,YES,2,3,NO,5440,3070,57800,Dodge,2000,N,1993
149,33,IN,C,2000,1462.26,0,MALE,Masters,golf,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,13,4,YES,1,3,YES,14230,21600,51810,Toyota,1996,N,1996
46,28,IL,C,500,1622.75,0,FEMALE,High School,skydiving,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,7,1,?,1,1,NO,11400,9200,27480,Jeep,1997,N,1996
226,42,IN,B,500,1077.68,0,MALE,High School,kayaking,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,8,3,?,1,3,YES,5400,5000,34500,Audi,2008,N,2001
427,62,IL,A,1000,1356.97,0,FEMALE,Associate,kayaking,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,17,2,?,0,1,NO,11430,5300,54000,Jeep,2008,N,2001
89,26,IN,A,500,1696.46,0,MALE,JD,exercise,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,13,1,YES,1,2,YES,0,4400,62400,Ford,2005,N,2009
183,34,OH,B,2000,1227.26,3000000,MALE,PhD,chess,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,24,1,NO,0,1,NO,14600,9300,33650,Mercedes,2012,N,1998
29,37,IN,C,2000,1309.34,2000000,FEMALE,MD,skydiving,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,24,3,NO,1,2,NO,7300,1430,29000,Honda,2007,N,2009
24,37,IN,B,500,1128.99,5000000,FEMALE,MD,kayaking,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,3,4,?,0,2,YES,17900,1930,4790,Volkswagen,2008,N,2003
110,29,IN,B,1000,1327.0,0,MALE,JD,polo,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,16,3,YES,1,4,YES,10100,17500,49400,Dodge,2006,N,2002
71,27,OH,A,2000,1021.72,5000000,FEMALE,High School,movies,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,21,3,NO,2,4,YES,16710,10060,75260,Jeep,1999,N,2006
155,44,IL,C,2000,1018.61,0,FEMALE,Masters,bungie-jumping,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,12,1,YES,0,2,YES,6850,0,8290,Toyota,1998,N,2000
401,47,OH,A,2000,1243.67,0,FEMALE,MD,basketball,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,2,1,NO,1,4,NO,7900,11470,33200,Mercedes,2013,N,1993
303,32,IN,A,1000,2000.69,0,FEMALE,College,golf,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,0,3,NO,2,1,YES,12400,2280,28200,Mercedes,2000,N,2002
565,69,IN,C,1000,972.46,0,FEMALE,High School,skydiving,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,11,3,?,2,0,NO,0,17600,60910,Nissan,2001,N,2006
332,69,OH,A,1000,1056.82,4000000,FEMALE,JD,base-jumping,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,2,3,NO,1,3,NO,900,0,38700,Suburu,1995,N,2008
150,41,IN,C,500,1509.41,0,FEMALE,Masters,base-jumping,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,18,2,NO,0,2,YES,5140,9700,28500,Saab,2008,N,1995
273,33,OH,C,500,1076.75,4000000,FEMALE,PhD,reading,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,2,1,?,1,2,NO,10400,13850,54000,Volkswagen,2005,N,2002
178,46,IL,A,500,1567.65,0,FEMALE,MD,movies,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,13,2,YES,1,0,NO,8500,6600,36300,Jeep,2002,N,2006
84,36,IN,A,500,1591.87,0,MALE,JD,exercise,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,15,1,YES,1,2,YES,1200,7400,81800,Ford,1995,N,2009
233,61,OH,C,2000,1454.46,1000000,MALE,JD,bungie-jumping,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,14,1,NO,0,3,NO,6580,9100,31800,Nissan,2008,N,2000
362,31,IL,A,500,1778.32,3000000,FEMALE,MD,movies,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,20,1,?,2,1,YES,1670,9400,21470,Jeep,2009,N,1994
411,48,OH,B,1000,966.91,0,MALE,MD,camping,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,19,4,NO,1,2,NO,9230,8320,32000,Saab,2007,N,1998
174,38,IN,A,500,1098.56,2000000,MALE,JD,hiking,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,22,4,YES,2,1,NO,8600,9890,52600,Suburu,2001,N,2002
48,38,IN,A,1000,765.15,3000000,MALE,MD,camping,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,8,2,YES,1,1,YES,6500,4210,25460,Nissan,2011,N,2007
231,34,OH,B,500,1504.47,3000000,MALE,College,sleeping,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,14,2,NO,2,1,NO,9850,8930,34900,Chevrolet,2005,N,2010
467,63,IL,B,1000,1363.36,0,MALE,Masters,dancing,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,12,1,NO,2,1,YES,3740,4620,36800,Dodge,1999,N,1991
385,56,OH,A,1000,1477.04,6000000,FEMALE,PhD,bungie-jumping,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,9,2,?,2,2,YES,14000,6500,35100,Ford,1999,N,1996
68,29,IL,A,500,1078.05,0,FEMALE,PhD,golf,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,15,1,NO,0,1,YES,8000,0,25700,Toyota,2011,N,1997
263,33,IL,B,2000,2064.64,0,MALE,JD,camping,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,5,4,NO,1,1,NO,3000,8430,54900,Jeep,2010,N,2001
214,28,OH,A,1000,1435.22,0,FEMALE,High School,bungie-jumping,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,19,3,NO,2,0,NO,9140,3800,30400,Ford,2005,N,2001
257,45,IL,A,2000,1020.78,3000000,FEMALE,Masters,sleeping,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,19,3,NO,1,1,NO,13150,2700,65400,Volkswagen,2004,N,2005
180,33,IN,B,500,1255.44,1000000,MALE,MD,cross-fit,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,6,1,YES,3,1,NO,5300,10840,30160,Toyota,2010,N,2000
194,38,IN,B,500,1166.09,7000000,MALE,JD,dancing,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,12,4,NO,1,3,YES,0,9070,15950,Ford,2012,N,2014
323,43,OH,B,1000,927.38,4000000,MALE,Associate,skydiving,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,3,1,YES,2,0,YES,9100,6000,56700,Suburu,2002,N,1998
47,28,IN,B,2000,1006.23,2000000,FEMALE,High School,paintball,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,15,1,?,1,2,YES,10200,12500,52600,Chevrolet,2005,N,2002
104,25,IL,C,1000,1427.58,2000000,MALE,JD,skydiving,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,16,3,NO,3,2,NO,9070,11600,21200,Honda,1990,N,1991
157,41,IN,C,500,1265.19,0,FEMALE,MD,kayaking,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,10,4,?,2,0,NO,18290,12300,58900,Chevrolet,2008,N,2004
376,49,IN,B,2000,1048.44,0,FEMALE,College,hiking,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,15,2,NO,0,2,YES,11700,16210,69880,BMW,2008,N,2000
247,33,OH,B,2000,1284.96,5000000,MALE,PhD,chess,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,12,2,NO,0,2,NO,8800,4400,13900,Mercedes,2010,N,1998
406,37,OH,C,1000,1127.26,0,FEMALE,PhD,yachting,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,14,3,?,1,1,YES,10200,6600,53400,Saab,2004,N,2003
148,53,IL,A,1000,1576.75,0,FEMALE,Associate,yachting,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,21,3,YES,1,1,YES,9540,8200,15090,BMW,1999,N,2004
232,27,IL,B,500,1352.5,6000000,FEMALE,High School,camping,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,12,4,?,2,5,YES,6800,15840,29860,Saab,2004,N,1998
483,51,IN,A,1000,1615.21,0,FEMALE,MD,hiking,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,6,1,YES,1,1,NO,15300,5610,70300,Mercedes,1995,N,2010
256,48,IN,A,500,1603.9,0,MALE,Masters,dancing,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,15,2,YES,0,3,YES,16670,7400,53500,Jeep,2007,N,2005
235,37,OH,B,1000,1422.31,0,FEMALE,JD,paintball,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,16,3,NO,1,1,YES,8800,400,20700,Jeep,2007,N,2005
106,45,OH,A,1000,1252.27,4000000,MALE,High School,exercise,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,6,4,YES,1,3,NO,6230,7870,39820,Suburu,2009,N,2001
329,46,IL,C,2000,1340.6,1000000,MALE,JD,basketball,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,20,3,NO,1,3,NO,3100,0,25800,Honda,2000,N,1993
407,46,IL,C,2000,510.73,8000000,MALE,College,chess,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,12,3,?,0,0,YES,10600,7200,52990,Suburu,2006,N,1998
111,28,OH,B,2000,813.31,1000000,FEMALE,MD,kayaking,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,8,3,NO,1,1,NO,13470,9360,56100,Ford,2000,N,2005
153,34,IL,B,2000,1348.14,2000000,MALE,Masters,golf,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,20,2,NO,3,2,NO,3600,8060,36400,BMW,2006,N,2010
82,42,OH,B,1000,1303.18,0,FEMALE,College,dancing,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,16,3,?,3,2,YES,11800,3440,1700,Nissan,2001,N,2000
185,48,OH,A,1000,773.92,0,MALE,MD,board-games,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,12,3,NO,0,3,NO,12050,12200,51600,Dodge,2009,N,2001
208,25,IN,C,1000,1069.91,0,FEMALE,High School,board-games,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,1,3,?,1,0,NO,3900,14790,38100,Honda,2001,N,2006
81,24,IN,B,500,886.5,8000000,FEMALE,High School,sleeping,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,15,1,YES,0,1,NO,0,7200,21100,Nissan,1998,N,2002
495,57,IL,C,2000,1003.94,6000000,MALE,Associate,base-jumping,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,0,1,?,0,1,YES,8910,9560,26500,Audi,2001,N,2011
31,14,IL,C,2000,1190.07,0,FEMALE,Masters,dancing,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,9,4,NO,0,1,YES,14300,8800,21460,Nissan,2012,N,1996
34,20,OH,A,2000,1149.26,0,FEMALE,Masters,golf,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,11,3,YES,1,0,YES,8800,14770,8000,Suburu,1999,N,2003
206,32,IL,C,1000,1195.56,1000000,MALE,JD,basketball,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,12,3,NO,0,3,NO,9000,3700,39000,Honda,1994,N,1993
331,40,OH,C,1000,1240.58,0,FEMALE,PhD,dancing,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,14,2,?,0,2,YES,4410,10200,36700,Honda,2012,N,2010
31,33,OH,B,2000,1316.36,0,MALE,Associate,video-games,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,21,2,YES,0,5,NO,4600,3200,57500,Mercedes,2010,N,1995
287,52,IL,B,1000,2103.13,0,MALE,Associate,exercise,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,18,1,YES,2,1,NO,12120,2840,54130,Chevrolet,2004,N,2013
54,25,IL,C,1000,1336.88,1000000,MALE,JD,skydiving,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,8,4,NO,3,1,NO,2120,8500,38090,Honda,1994,N,1991
153,31,IL,C,1000,1230.85,0,MALE,JD,basketball,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,15,3,NO,0,3,NO,12920,3260,18490,Honda,1998,N,1993
207,29,OH,B,500,1013.77,5000000,MALE,College,golf,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,2,1,NO,0,1,NO,6340,5500,36600,BMW,2002,N,2005
26,26,IN,B,1000,642.34,1000000,FEMALE,High School,golf,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,11,1,?,2,2,YES,14000,20500,71200,Dodge,2004,N,1996
323,44,OH,A,1000,1284.46,0,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,14,3,?,2,2,YES,2440,12970,59480,Ford,2000,N,2005
237,39,IN,C,1000,1142.59,0,MALE,Masters,golf,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,17,3,YES,0,2,YES,21800,11400,54900,Toyota,1997,N,1996
363,55,OH,C,1000,1366.68,0,MALE,PhD,board-games,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,6,3,?,1,2,NO,11030,5680,45880,Toyota,2011,N,2010
107,34,IL,A,500,1459.49,0,FEMALE,JD,board-games,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,5,3,NO,1,2,YES,15790,6100,22300,Toyota,2002,N,1991
337,46,OH,B,500,1543.27,2000000,MALE,PhD,base-jumping,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,1,1,?,2,1,YES,9660,7910,82600,Suburu,2006,N,1998
20,24,OH,B,2000,1038.7,0,FEMALE,PhD,hiking,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,1,1,YES,1,2,YES,7430,11390,54100,Accura,2008,N,1990
219,45,OH,A,1000,603.49,0,MALE,MD,board-games,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,12,3,NO,2,3,NO,13550,14780,12300,Dodge,2010,N,2001
77,46,OH,A,1000,1301.56,1000000,MALE,JD,camping,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,15,3,NO,2,1,YES,7990,6200,50400,BMW,2014,N,2004
196,43,IN,B,2000,1210.73,0,MALE,MD,video-games,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,12,1,?,1,0,NO,6960,21500,47510,Toyota,2003,N,1992
214,44,OH,A,1000,1656.26,0,MALE,High School,reading,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,5,1,NO,1,1,NO,10300,2000,21490,Accura,1998,N,1995
228,49,IL,B,2000,1323.05,0,FEMALE,PhD,kayaking,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,17,1,?,1,3,YES,10700,5480,47430,Chevrolet,2014,N,2001
119,29,OH,C,500,1473.86,0,FEMALE,MD,yachting,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,15,1,YES,1,1,NO,700,11700,66600,Accura,2013,N,2014
22,37,IN,C,500,869.3,0,MALE,High School,basketball,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,1,3,?,1,3,NO,5200,4000,36200,Volkswagen,1993,N,2005
99,29,IL,C,1000,1350.74,0,FEMALE,High School,exercise,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,13,4,?,2,2,YES,7190,7020,30150,Nissan,2012,N,2009
372,54,IN,A,2000,1398.06,1000000,FEMALE,College,dancing,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,12,2,?,0,0,NO,13970,4200,51300,Accura,1995,N,2005
85,34,IN,B,500,796.0,0,FEMALE,High School,golf,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,3,1,?,1,3,YES,10070,11410,59050,Dodge,2003,N,1996
150,43,IL,B,2000,1303.27,0,FEMALE,PhD,yachting,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,1,1,NO,0,4,YES,16470,6300,60800,Ford,2010,N,1997
308,43,IN,A,500,1228.07,0,MALE,Masters,dancing,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,11,1,YES,0,1,YES,16990,7000,56400,Jeep,2004,N,2005
269,47,IN,A,500,1330.94,1000000,MALE,PhD,polo,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,23,1,?,0,1,NO,4100,5900,10600,Chevrolet,1994,N,1996
356,34,OH,B,500,1355.63,0,FEMALE,College,video-games,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,13,2,?,1,1,YES,11600,15220,62000,Dodge,2005,N,2009
95,34,OH,B,1000,849.45,1000000,FEMALE,PhD,paintball,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,15,1,YES,1,0,YES,1800,6270,27100,Toyota,2015,N,2002
365,37,IN,B,500,1037.67,0,MALE,Masters,paintball,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,5,3,?,2,1,NO,7100,14400,81840,Dodge,2008,N,2005
92,24,IN,A,500,1235.23,5000000,FEMALE,High School,dancing,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,12,2,NO,2,0,YES,8940,0,41610,Toyota,2011,N,1991
61,25,IN,B,1000,1198.49,4000000,FEMALE,High School,sleeping,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,13,2,YES,0,1,NO,9100,4900,42860,Nissan,1997,N,2002
243,32,OH,A,500,1218.82,0,FEMALE,Masters,camping,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,9,3,NO,2,2,NO,8460,7300,1500,Dodge,2002,N,2002
110,32,IL,A,1000,1650.07,0,MALE,College,exercise,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,13,2,?,1,4,YES,6990,8730,41060,Dodge,1997,N,2014
185,29,OH,B,2000,1324.09,0,FEMALE,MD,basketball,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,4,3,?,0,4,YES,14080,12200,45400,Ford,2007,N,2007
81,33,IN,B,1000,1617.71,2000000,MALE,JD,polo,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,17,4,YES,0,2,YES,3400,11390,39400,Dodge,2009,N,2002
108,28,IN,B,1000,1448.52,1000000,MALE,JD,camping,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,17,3,YES,0,1,NO,15040,8800,41330,Chevrolet,2006,N,2007
375,40,IN,C,2000,925.33,8000000,FEMALE,PhD,base-jumping,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,23,2,?,2,1,YES,9820,5200,72400,Mercedes,2008,N,1999
159,25,IL,A,2000,1404.99,0,MALE,High School,yachting,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,6,1,NO,2,1,YES,14520,9820,66620,Accura,2003,N,2014
204,28,IL,B,1000,1106.67,6000000,MALE,College,camping,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,8,1,NO,1,3,YES,7200,60,42300,BMW,2004,N,2012
278,50,OH,B,500,893.13,1000000,MALE,MD,camping,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,15,4,NO,1,1,NO,17400,8100,41800,Saab,2009,N,1998
58,40,IL,A,2000,940.41,0,FEMALE,MD,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,13,3,YES,1,2,NO,14700,12600,16500,Saab,2012,N,2008
164,44,IL,C,1000,1292.1,0,MALE,PhD,camping,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,7,1,YES,0,2,YES,7100,7000,64070,Suburu,2001,N,2009
505,57,IL,B,1000,1337.79,1000000,MALE,High School,yachting,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,18,3,NO,0,3,NO,16100,3300,9100,Suburu,1995,N,2002
230,28,IN,C,500,561.88,5000000,MALE,High School,reading,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,4,1,NO,0,2,YES,14130,6330,51700,Suburu,2008,N,2004
219,46,OH,C,1000,1313.97,0,FEMALE,MD,polo,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,11,3,NO,1,3,NO,5180,11400,53650,Mercedes,2004,N,2002
247,41,OH,B,2000,1830.44,0,MALE,JD,hiking,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,7,2,YES,1,1,NO,6010,5100,31300,Audi,1999,N,1993
481,52,OH,A,1000,1062.18,0,FEMALE,JD,base-jumping,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,0,2,NO,1,3,NO,0,0,42600,Suburu,2000,N,2008
491,55,OH,A,500,1060.73,0,MALE,Masters,skydiving,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,22,1,?,0,2,NO,6320,12940,62800,Suburu,2003,N,1995
489,59,IN,A,1000,1778.48,0,FEMALE,High School,hiking,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,13,2,?,2,3,YES,8600,16400,20600,Jeep,2001,N,2009
285,29,IL,C,500,1392.74,0,MALE,PhD,yachting,Single Vehicle Collision,Side Collision,Total Loss,Fire,WV,17,1,YES,0,1,YES,11300,8400,96850,Audi,1995,N,1991
398,43,IL,A,500,1436.65,1000000,FEMALE,Masters,reading,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,7,4,?,0,5,NO,9200,20200,58200,BMW,2005,N,1990
477,44,IL,A,500,1259.47,3000000,MALE,College,sleeping,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,18,2,NO,1,2,NO,16100,8090,42300,Ford,2003,N,2010
19,27,IN,A,500,676.58,0,MALE,MD,camping,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,1,3,YES,1,3,YES,8300,11600,43800,Nissan,2014,N,2007
35,26,IL,B,1000,1462.51,4000000,MALE,MD,basketball,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,5,4,?,0,0,YES,1330,1760,34350,Chevrolet,2001,N,2003
119,23,IN,B,500,1235.24,1000000,FEMALE,Associate,basketball,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,14,1,?,1,2,NO,18720,10150,28500,Mercedes,2013,N,2005
506,60,IN,A,2000,1180.46,2000000,MALE,JD,movies,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,14,1,?,1,0,YES,6000,8740,32780,Mercedes,2002,N,1997
241,30,IN,B,1000,1292.34,0,MALE,MD,video-games,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,14,1,?,1,0,NO,17900,20700,37600,Toyota,1991,N,1992
116,47,IN,A,1000,1170.09,1000000,FEMALE,JD,exercise,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,18,1,NO,2,1,NO,11300,9200,47050,Accura,2008,N,2001
5,32,OH,C,500,1123.71,0,MALE,Masters,golf,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,17,3,?,1,3,YES,4700,7600,53800,Audi,2002,N,1993
260,63,OH,C,500,975.44,1000000,FEMALE,Masters,board-games,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,16,4,NO,0,3,NO,5420,370,12770,Audi,2013,N,2005
214,18,OH,C,500,1195.72,4000000,FEMALE,PhD,reading,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,5,1,?,1,0,NO,1430,16300,65200,Volkswagen,2008,N,2002
210,64,OH,B,1000,794.35,10000000,MALE,Associate,skydiving,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,8,1,YES,3,0,YES,7130,10900,47900,Suburu,2005,N,1998
396,50,IN,A,1000,2026.71,0,FEMALE,High School,dancing,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,5,1,YES,1,0,NO,9480,4210,46290,Honda,1990,N,1999
328,51,IN,A,2000,1473.08,0,MALE,Masters,dancing,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,5,1,YES,0,3,YES,17800,6800,70800,Jeep,2002,N,2005
326,32,IL,B,500,1913.89,7000000,FEMALE,PhD,skydiving,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,9,2,YES,2,2,NO,1800,3500,51400,BMW,2002,N,1995
135,22,OH,A,500,1546.66,0,FEMALE,Masters,camping,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,4,2,NO,2,2,NO,4200,3310,18230,Dodge,1993,N,2002
241,45,OH,C,500,1306.96,0,FEMALE,PhD,yachting,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,12,3,?,0,0,YES,7800,460,44350,Saab,2004,N,2003
141,41,IL,C,2000,1425.78,6000000,MALE,MD,video-games,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,10,4,YES,1,2,NO,9300,4440,56550,Dodge,1999,N,1993
306,31,IL,A,500,1448.56,0,FEMALE,JD,board-games,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,12,3,NO,2,3,YES,7270,10890,38260,Toyota,2008,N,1991
